event_bits,evt_dial_neg,evt_dial_pos,evt_fn1_cur,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,0,1,1,9686,-9871,325500.0,1,3,2,86842,1,1736883,0,0.0,0
1048832,0,0,0,1,1,9718,-9873,325500.0,1,3,2,86843,1,1736903,0,0.0,0
1048832,0,0,0,1,1,9711,-9899,325500.0,1,3,2,86844,1,1736923,0,0.0,0
1048832,0,0,0,1,1,9686,-9892,325500.0,1,3,2,86845,1,1736943,0,0.0,0
1048832,0,0,0,1,1,9711,-9901,325500.0,1,3,2,86846,1,1736963,0,0.0,0
1048832,0,0,0,1,1,9726,-9915,325500.0,1,3,2,86847,1,1736983,0,0.0,0
1048832,0,0,0,1,1,9678,-9905,325500.0,1,3,2,86848,1,1737003,0,0.0,0
1048832,0,0,0,1,1,9699,-9886,325500.0,1,3,2,86849,1,1737023,0,0.0,0
1048832,0,0,0,1,1,9718,-9894,325500.0,1,3,2,86850,1,1737043,0,0.0,0
1048832,0,0,0,1,1,9693,-9890,325500.0,1,3,2,86851,1,1737063,0,0.0,0
1048832,0,0,0,1,1,9716,-9865,325500.0,1,3,2,86852,1,1737083,0,0.0,0
1048832,0,0,0,1,1,9699,-9897,325500.0,1,3,2,86853,1,1737103,0,0.0,0
1048832,0,0,0,1,1,9688,-9901,325500.0,1,3,2,86854,1,1737123,0,0.0,0
1048832,0,0,0,1,1,9728,-9907,325500.0,1,3,2,86855,1,1737143,0,0.0,0
1048832,0,0,0,1,1,9697,-9917,325500.0,1,3,2,86856,1,1737163,0,0.0,0
1048832,0,0,0,1,1,9686,-9920,325500.0,1,3,2,86857,1,1737183,0,0.0,0
1048832,0,0,0,1,1,9718,-9909,325500.0,1,3,2,86858,1,1737203,0,0.0,0
1048832,0,0,0,1,1,9699,-9897,325500.0,1,3,2,86859,1,1737223,0,0.0,0
1048832,0,0,0,1,1,9678,-9892,325500.0,1,3,2,86860,1,1737243,0,0.0,0
1048832,0,0,0,1,1,9709,-9892,325500.0,1,3,2,86861,1,1737263,0,0.0,0
1048832,0,0,0,1,1,9701,-9880,325500.0,1,3,2,86862,1,1737283,0,0.0,0
1048832,0,0,0,1,1,9699,-9903,325500.0,1,3,2,86863,1,1737303,0,0.0,0
1048832,0,0,0,1,1,9722,-9901,325500.0,1,3,2,86864,1,1737323,0,0.0,0
1048832,0,0,0,1,1,9680,-9905,325500.0,1,3,2,86865,1,1737343,0,0.0,0
1048832,0,0,0,1,1,9697,-9922,325500.0,1,3,2,86866,1,1737363,0,0.0,0
1573120,1,0,0,1,1,9728,-9913,324300.0,1,3,2,86867,1,1737383,0,0.0,0
1573120,1,0,0,1,1,9693,-9905,322300.0,1,3,2,86868,1,1737403,0,0.0,0
1573120,1,0,0,1,1,9709,-9890,320300.0,1,3,2,86869,1,1737423,0,0.0,0
1573120,1,0,0,1,1,9711,-9894,318300.0,1,3,2,86870,1,1737443,0,0.0,0
1573120,1,0,0,1,1,9686,-9876,316300.0,1,3,2,86871,1,1737463,0,0.0,0
1573120,1,0,0,1,1,9720,-9869,314300.0,1,3,2,86872,1,1737483,0,0.0,0
1573120,1,0,0,1,1,9703,-9882,312300.0,1,3,2,86873,1,1737503,0,0.0,0
1573120,1,0,0,1,1,9690,-9882,310300.0,1,3,2,86874,1,1737523,0,0.0,0
1573120,1,0,0,1,1,9730,-9880,308300.0,1,3,2,86875,1,1737543,0,0.0,0
1573120,1,0,0,1,1,9707,-9913,306300.0,1,3,2,86876,1,1737563,0,0.0,0
1573120,1,0,0,1,1,9674,-9920,304300.0,1,3,2,86877,1,1737583,0,0.0,0
1573120,1,0,0,1,1,9711,-9903,302300.0,1,3,2,86878,1,1737603,0,0.0,0
1573120,1,0,0,1,1,9709,-9905,300300.0,1,3,2,86879,1,1737623,0,0.0,0
1573120,1,0,0,1,1,9697,-9897,298300.0,1,3,2,86880,1,1737643,0,0.0,0
1573120,1,0,0,1,1,9718,-9871,296300.0,1,3,2,86881,1,1737663,0,0.0,0
1573120,1,0,0,1,1,9693,-9876,294300.0,1,3,2,86882,1,1737683,0,0.0,0
1573120,1,0,0,1,1,9705,-9888,292300.0,1,3,2,86883,1,1737703,0,0.0,0
1573120,1,0,0,1,1,9732,-9888,290300.0,1,3,2,86884,1,1737723,0,0.0,0
1573120,1,0,0,1,1,9686,-9909,288300.0,1,3,2,86885,1,1737743,0,0.0,0
1573120,1,0,0,1,1,9697,-9926,286300.0,1,3,2,86886,1,1737763,0,0.0,0
1048832,0,0,0,1,1,9728,-9917,285500.0,1,3,2,86887,1,1737783,0,0.0,0
1048832,0,0,0,1,1,9695,-9909,285500.0,1,3,2,86888,1,1737803,0,0.0,0
1048832,0,0,0,1,1,9709,-9909,285500.0,1,3,2,86889,1,1737823,0,0.0,0
1048832,0,0,0,1,1,9703,-9901,285500.0,1,3,2,86890,1,1737843,0,0.0,0
1048832,0,0,0,1,1,9684,-9873,285500.0,1,3,2,86891,1,1737863,0,0.0,0
1048832,0,0,0,1,1,9701,-9876,285500.0,1,3,2,86892,1,1737883,0,0.0,0
1048832,0,0,0,1,1,9711,-9886,285500.0,1,3,2,86893,1,1737903,0,0.0,0
1048832,0,0,0,1,1,9684,-9890,285500.0,1,3,2,86894,1,1737923,0,0.0,0
1048832,0,0,0,1,1,9722,-9924,285500.0,1,3,2,86895,1,1737943,0,0.0,0
1048832,0,0,0,1,1,9718,-9926,285500.0,1,3,2,86896,1,1737963,0,0.0,0
1048832,0,0,0,1,1,9674,-9920,285500.0,1,3,2,86897,1,1737983,0,0.0,0
1048832,0,0,0,1,1,9705,-9903,285500.0,1,3,2,86898,1,1738003,0,0.0,0
1048832,0,0,0,1,1,9705,-9907,285500.0,1,3,2,86899,1,1738023,0,0.0,0
1048832,0,0,0,1,1,9697,-9882,285500.0,1,3,2,86900,1,1738043,0,0.0,0
1048832,0,0,0,1,1,9720,-9873,285500.0,1,3,2,86901,1,1738063,0,0.0,0
1048832,0,0,0,1,1,9693,-9886,285500.0,1,3,2,86902,1,1738083,0,0.0,0
1048832,0,0,0,1,1,9688,-9884,285500.0,1,3,2,86903,1,1738103,0,0.0,0
1048832,0,0,0,1,1,9728,-9878,285500.0,1,3,2,86904,1,1738123,0,0.0,0
1048832,0,0,0,1,1,9693,-9911,285500.0,1,3,2,86905,1,1738143,0,0.0,0
1048832,0,0,0,1,1,9701,-9922,285500.0,1,3,2,86906,1,1738163,0,0.0,0
1048832,0,0,0,1,1,9713,-9922,285500.0,1,3,2,86907,1,1738183,0,0.0,0
1048832,0,0,0,1,1,9697,-9911,285500.0,1,3,2,86908,1,1738203,0,0.0,0
1048832,0,0,0,1,1,9684,-9897,285500.0,1,3,2,86909,1,1738223,0,0.0,0
1048832,0,0,0,1,1,9709,-9873,285500.0,1,3,2,86910,1,1738243,0,0.0,0
1048832,0,0,0,1,1,9684,-9876,285500.0,1,3,2,86911,1,1738263,0,0.0,0
1048832,0,0,0,1,1,9709,-9884,285500.0,1,3,2,86912,1,1738283,0,0.0,0
1048832,0,0,0,1,1,9716,-9884,285500.0,1,3,2,86913,1,1738303,0,0.0,0
1048832,0,0,0,1,1,9670,-9905,285500.0,1,3,2,86914,1,1738323,0,0.0,0
1048832,0,0,0,1,1,9705,-9922,285500.0,1,3,2,86915,1,1738343,0,0.0,0
1048832,0,0,0,1,1,9711,-9917,285500.0,1,3,2,86916,1,1738363,0,0.0,0
1048832,0,0,0,1,1,9688,-9909,285500.0,1,3,2,86917,1,1738383,0,0.0,0
1048832,0,0,0,1,1,9716,-9913,285500.0,1,3,2,86918,1,1738403,0,0.0,0
1048832,0,0,0,1,1,9699,-9903,285500.0,1,3,2,86919,1,1738423,0,0.0,0
1048832,0,0,0,1,1,9699,-9876,285500.0,1,3,2,86920,1,1738443,0,0.0,0
1048832,0,0,0,1,1,9726,-9878,285500.0,1,3,2,86921,1,1738463,0,0.0,0
1048832,0,0,0,1,1,9688,-9888,285500.0,1,3,2,86922,1,1738483,0,0.0,0
1310976,0,1,0,1,1,9697,-9876,287000.0,1,3,2,86923,1,1738503,0,0.0,0
1310976,0,1,0,1,1,9730,-9899,289000.0,1,3,2,86924,1,1738523,0,0.0,0
1310976,0,1,0,1,1,9699,-9915,291000.0,1,3,2,86925,1,1738543,0,0.0,0
1310976,0,1,0,1,1,9684,-9920,293000.0,1,3,2,86926,1,1738563,0,0.0,0
1310976,0,1,0,1,1,9720,-9903,295000.0,1,3,2,86927,1,1738583,0,0.0,0
1310976,0,1,0,1,1,9699,-9905,297000.0,1,3,2,86928,1,1738603,0,0.0,0
1310976,0,1,0,1,1,9703,-9882,299000.0,1,3,2,86929,1,1738623,0,0.0,0
1310976,0,1,0,1,1,9711,-9876,301000.0,1,3,2,86930,1,1738643,0,0.0,0
1310976,0,1,0,1,1,9688,-9884,303000.0,1,3,2,86931,1,1738663,0,0.0,0
1310976,0,1,0,1,1,9716,-9884,305000.0,1,3,2,86932,1,1738683,0,0.0,0
1310976,0,1,0,1,1,9722,-9884,307000.0,1,3,2,86933,1,1738703,0,0.0,0
1310976,0,1,0,1,1,9672,-9915,309000.0,1,3,2,86934,1,1738723,0,0.0,0
1310976,0,1,0,1,1,9701,-9928,311000.0,1,3,2,86935,1,1738743,0,0.0,0
1310976,0,1,0,1,1,9718,-9924,313000.0,1,3,2,86936,1,1738763,0,0.0,0
1310976,0,1,0,1,1,9690,-9905,315000.0,1,3,2,86937,1,1738783,0,0.0,0
1310976,0,1,0,1,1,9718,-9913,317000.0,1,3,2,86938,1,1738803,0,0.0,0
1310976,0,1,0,1,1,9697,-9888,319000.0,1,3,2,86939,1,1738823,0,0.0,0
1310976,0,1,0,1,1,9690,-9878,321000.0,1,3,2,86940,1,1738843,0,0.0,0
1310976,0,1,0,1,1,9716,-9888,323000.0,1,3,2,86941,1,1738863,0,0.0,0
1310976,0,1,0,1,1,9701,-9884,325000.0,1,3,2,86942,1,1738883,0,0.0,0
1310976,0,1,0,1,1,9686,-9905,327000.0,1,3,2,86943,1,1738903,0,0.0,0
1310976,0,1,0,1,1,9732,-9924,329000.0,1,3,2,86944,1,1738923,0,0.0,0
1310976,0,1,0,1,1,9703,-9920,331000.0,1,3,2,86945,1,1738943,0,0.0,0
1310976,0,1,0,1,1,9680,-9909,333000.0,1,3,2,86946,1,1738963,0,0.0,0
1310976,0,1,0,1,1,9705,-9911,335000.0,1,3,2,86947,1,1738983,0,0.0,0
1310976,0,1,0,1,1,9697,-9901,337000.0,1,3,2,86948,1,1739003,0,0.0,0
1310976,0,1,0,1,1,9703,-9873,339000.0,1,3,2,86949,1,1739023,0,0.0,0
1310976,0,1,0,1,1,9716,-9878,341000.0,1,3,2,86950,1,1739043,0,0.0,0
1310976,0,1,0,1,1,9674,-9886,343000.0,1,3,2,86951,1,1739063,0,0.0,0
1048832,0,0,0,1,1,9699,-9878,344100.0,1,3,2,86952,1,1739083,0,0.0,0
1048832,0,0,0,1,1,9728,-9899,344100.0,1,3,2,86953,1,1739103,0,0.0,0
1048832,0,0,0,1,1,9693,-9917,344100.0,1,3,2,86954,1,1739123,0,0.0,0
1048832,0,0,0,1,1,9713,-9920,344100.0,1,3,2,86955,1,1739143,0,0.0,0
1048832,0,0,0,1,1,9711,-9911,344100.0,1,3,2,86956,1,1739163,0,0.0,0
1048832,0,0,0,1,1,9690,-9917,344100.0,1,3,2,86957,1,1739183,0,0.0,0
1048832,0,0,0,1,1,9697,-9909,344100.0,1,3,2,86958,1,1739203,0,0.0,0
1048832,0,0,0,1,1,9707,-9873,344100.0,1,3,2,86959,1,1739223,0,0.0,0
1048832,0,0,0,1,1,9684,-9884,344100.0,1,3,2,86960,1,1739243,0,0.0,0
1048832,0,0,0,1,1,9718,-9882,344100.0,1,3,2,86961,1,1739263,0,0.0,0
1048832,0,0,0,1,1,9705,-9876,344100.0,1,3,2,86962,1,1739283,0,0.0,0
1048832,0,0,0,1,1,9674,-9915,344100.0,1,3,2,86963,1,1739303,0,0.0,0
1048832,0,0,0,1,1,9713,-9924,344100.0,1,3,2,86964,1,1739323,0,0.0,0
1048832,0,0,0,1,1,9707,-9926,344100.0,1,3,2,86965,1,1739343,0,0.0,0
1048832,0,0,0,1,1,9695,-9909,344100.0,1,3,2,86966,1,1739363,0,0.0,0
1048832,0,0,0,1,1,9716,-9913,344100.0,1,3,2,86967,1,1739383,0,0.0,0
1048832,0,0,0,1,1,9695,-9888,344100.0,1,3,2,86968,1,1739403,0,0.0,0
1048832,0,0,0,1,1,9703,-9876,344100.0,1,3,2,86969,1,1739423,0,0.0,0
1048832,0,0,0,1,1,9730,-9888,344100.0,1,3,2,86970,1,1739443,0,0.0,0
1048832,0,0,0,1,1,9686,-9880,344100.0,1,3,2,86971,1,1739463,0,0.0,0
1048832,0,0,0,1,1,9697,-9869,344100.0,1,3,2,86972,1,1739483,0,0.0,0
1048832,0,0,0,1,1,9728,-9901,344100.0,1,3,2,86973,1,1739503,0,0.0,0
1048832,0,0,0,1,1,9697,-9907,344100.0,1,3,2,86974,1,1739523,0,0.0,0
1048832,0,0,0,1,1,9686,-9911,344100.0,1,3,2,86975,1,1739543,0,0.0,0
1048832,0,0,0,1,1,9718,-9913,344100.0,1,3,2,86976,1,1739563,0,0.0,0
1048832,0,0,0,1,1,9693,-9905,344100.0,1,3,2,86977,1,1739583,0,0.0,0
1048832,0,0,0,1,1,9697,-9876,344100.0,1,3,2,86978,1,1739603,0,0.0,0
1573120,1,0,0,1,1,9711,-9880,342900.0,1,3,2,86979,1,1739623,0,0.0,0
1573120,1,0,0,1,1,9684,-9888,340900.0,1,3,2,86980,1,1739643,0,0.0,0
1573120,1,0,0,1,1,9726,-9880,338900.0,1,3,2,86981,1,1739663,0,0.0,0
1573120,1,0,0,1,1,9716,-9897,336900.0,1,3,2,86982,1,1739683,0,0.0,0
1573120,1,0,0,1,1,9670,-9915,334900.0,1,3,2,86983,1,1739703,0,0.0,0
1573120,1,0,0,1,1,9707,-9915,332900.0,1,3,2,86984,1,1739723,0,0.0,0
1573120,1,0,0,1,1,9707,-9911,330900.0,1,3,2,86985,1,1739743,0,0.0,0
1573120,1,0,0,1,1,9697,-9913,328900.0,1,3,2,86986,1,1739763,0,0.0,0
1573120,1,0,0,1,1,9720,-9909,326900.0,1,3,2,86987,1,1739783,0,0.0,0
1573120,1,0,0,1,1,9688,-9890,324900.0,1,3,2,86988,1,1739803,0,0.0,0
1573120,1,0,0,1,1,9688,-9882,322900.0,1,3,2,86989,1,1739823,0,0.0,0
1573120,1,0,0,1,1,9718,-9882,320900.0,1,3,2,86990,1,1739843,0,0.0,0
1573120,1,0,0,1,1,9695,-9882,318900.0,1,3,2,86991,1,1739863,0,0.0,0
1573120,1,0,0,1,1,9690,-9913,316900.0,1,3,2,86992,1,1739883,0,0.0,0
1573120,1,0,0,1,1,9730,-9924,314900.0,1,3,2,86993,1,1739903,0,0.0,0
1573120,1,0,0,1,1,9697,-9924,312900.0,1,3,2,86994,1,1739923,0,0.0,0
1573120,1,0,0,1,1,9686,-9907,310900.0,1,3,2,86995,1,1739943,0,0.0,0
1573120,1,0,0,1,1,9707,-9915,308900.0,1,3,2,86996,1,1739963,0,0.0,0
1573120,1,0,0,1,1,9686,-9892,306900.0,1,3,2,86997,1,1739983,0,0.0,0
1573120,1,0,0,1,1,9716,-9880,304900.0,1,3,2,86998,1,1740003,0,0.0,0
1573120,1,0,0,1,1,9709,-9892,302900.0,1,3,2,86999,1,1740023,0,0.0,0
1573120,1,0,0,1,1,9667,-9884,300900.0,1,3,2,87000,1,1740043,0,0.0,0
1573120,1,0,0,1,1,9709,-9873,298900.0,1,3,2,87001,1,1740063,0,0.0,0
1573120,1,0,0,1,1,9713,-9903,296900.0,1,3,2,87002,1,1740083,0,0.0,0
1048832,0,0,0,1,1,9690,-9911,295400.0,1,3,2,87003,1,1740103,0,0.0,0
1048832,0,0,0,1,1,9713,-9922,295400.0,1,3,2,87004,1,1740123,0,0.0,0
1048832,0,0,0,1,1,9697,-9909,295400.0,1,3,2,87005,1,1740143,0,0.0,0
1048832,0,0,0,1,1,9695,-9901,295400.0,1,3,2,87006,1,1740163,0,0.0,0
1048832,0,0,0,1,1,9711,-9878,295400.0,1,3,2,87007,1,1740183,0,0.0,0
1048832,0,0,0,1,1,9697,-9876,295400.0,1,3,2,87008,1,1740203,0,0.0,0
1048832,0,0,0,1,1,9684,-9884,295400.0,1,3,2,87009,1,1740223,0,0.0,0
1048832,0,0,0,1,1,9730,-9878,295400.0,1,3,2,87010,1,1740243,0,0.0,0
1048832,0,0,0,1,1,9695,-9901,295400.0,1,3,2,87011,1,1740263,0,0.0,0
1048832,0,0,0,1,1,9684,-9915,295400.0,1,3,2,87012,1,1740283,0,0.0,0
1048832,0,0,0,1,1,9718,-9917,295400.0,1,3,2,87013,1,1740303,0,0.0,0
1048832,0,0,0,1,1,9695,-9913,295400.0,1,3,2,87014,1,1740323,0,0.0,0
1048832,0,0,0,1,1,9701,-9915,295400.0,1,3,2,87015,1,1740343,0,0.0,0
1048832,0,0,0,1,1,9711,-9907,295400.0,1,3,2,87016,1,1740363,0,0.0,0
1048832,0,0,0,1,1,9686,-9882,295400.0,1,3,2,87017,1,1740383,0,0.0,0
1048832,0,0,0,1,1,9718,-9880,295400.0,1,3,2,87018,1,1740403,0,0.0,0
1048832,0,0,0,1,1,9718,-9894,295400.0,1,3,2,87019,1,1740423,0,0.0,0
1048832,0,0,0,1,1,9674,-9867,295400.0,1,3,2,87020,1,1740443,0,0.0,0
1048832,0,0,0,1,1,9705,-9913,295400.0,1,3,2,87021,1,1740463,0,0.0,0
1048832,0,0,0,1,1,9722,-9924,295400.0,1,3,2,87022,1,1740483,0,0.0,0
1048832,0,0,0,1,1,9688,-9924,295400.0,1,3,2,87023,1,1740503,0,0.0,0
1048832,0,0,0,1,1,9713,-9905,295400.0,1,3,2,87024,1,1740523,0,0.0,0
1048832,0,0,0,1,1,9707,-9913,295400.0,1,3,2,87025,1,1740543,0,0.0,0
1048832,0,0,0,1,1,9688,-9894,295400.0,1,3,2,87026,1,1740563,0,0.0,0
1048832,0,0,0,1,1,9720,-9880,295400.0,1,3,2,87027,1,1740583,0,0.0,0
1048832,0,0,0,1,1,9695,-9894,295400.0,1,3,2,87028,1,1740603,0,0.0,0
1048832,0,0,0,1,1,9690,-9882,295400.0,1,3,2,87029,1,1740623,0,0.0,0
1048832,0,0,0,1,1,9730,-9869,295400.0,1,3,2,87030,1,1740643,0,0.0,0
1048832,0,0,0,1,1,9699,-9905,295400.0,1,3,2,87031,1,1740663,0,0.0,0
1048832,0,0,0,1,1,9688,-9913,295400.0,1,3,2,87032,1,1740683,0,0.0,0
1048832,0,0,0,1,1,9707,-9917,295400.0,1,3,2,87033,1,1740703,0,0.0,0
1048832,0,0,0,1,1,9684,-9911,295400.0,1,3,2,87034,1,1740723,0,0.0,0
