evt_cmd_vt03_trigger,evt_s0_not_down,evt_trigger_cur,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,rc_s0,rc_s1,seq,tick_ms,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd_set,vt03_toe
0,1,0,1,9460,-9689,93400.0,3,2,146688,2933803,0,27960368,27960356,0.0,0
0,1,0,1,9460,-9666,93400.0,3,2,146689,2933823,0,27960368,27960356,0.0,0
0,1,0,1,9477,-9696,93400.0,3,2,146690,2933843,0,27960368,27960356,0.0,0
0,1,0,1,9492,-9639,93400.0,3,2,146691,2933863,0,27960368,27960356,0.0,0
0,1,0,1,9487,-9685,93400.0,3,2,146692,2933883,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9666,93400.0,3,2,146693,2933903,0,27960368,27960356,0.0,0
0,1,0,1,9475,-9683,93400.0,3,2,146694,2933923,0,27960368,27960356,0.0,0
0,1,0,1,9473,-9679,93400.0,3,2,146695,2933943,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9643,93400.0,3,2,146696,2933963,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9696,93400.0,3,2,146697,2933983,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9656,93400.0,3,2,146698,2934003,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9683,93400.0,3,2,146699,2934023,0,27960368,27960356,0.0,0
0,1,0,1,9483,-9668,93400.0,3,2,146700,2934043,0,27960368,27960356,0.0,0
0,1,0,1,9492,-9673,93400.0,3,2,146701,2934063,0,27960368,27960356,0.0,0
0,1,0,1,9506,-9691,93400.0,3,2,146702,2934083,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9645,93400.0,3,2,146703,2934103,0,27960368,27960356,0.0,0
0,1,0,1,9450,-9685,93400.0,3,2,146704,2934123,0,27960368,27960356,0.0,0
0,1,0,1,9443,-9645,93400.0,3,2,146705,2934143,0,27960368,27960356,0.0,0
0,1,0,1,9458,-9689,93400.0,3,2,146706,2934163,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9658,93400.0,3,2,146707,2934183,0,27960368,27960356,0.0,0
0,1,0,1,9498,-9668,93400.0,3,2,146708,2934203,0,27960368,27960356,0.0,0
0,1,0,1,9504,-9679,93400.0,3,2,146709,2934223,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9668,93400.0,3,2,146710,2934243,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9694,93400.0,3,2,146711,2934263,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9647,93400.0,3,2,146712,2934283,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9679,93400.0,3,2,146713,2934303,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9687,93400.0,3,2,146714,2934323,0,27960368,27960356,0.0,0
0,1,0,1,9477,-9673,93400.0,3,2,146715,2934343,0,27960368,27960356,0.0,0
0,1,0,1,9475,-9687,93400.0,3,2,146716,2934363,0,27960368,27960356,0.0,0
0,1,0,1,9487,-9643,93400.0,3,2,146717,2934383,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9698,93400.0,3,2,146718,2934403,0,27960368,27960356,0.0,0
0,1,0,1,9487,-9660,93400.0,3,2,146719,2934423,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9679,93400.0,3,2,146720,2934443,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9656,93400.0,3,2,146721,2934463,0,27960368,27960356,0.0,0
0,1,0,1,9454,-9662,93400.0,3,2,146722,2934483,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9698,93400.0,3,2,146723,2934503,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9666,93400.0,3,2,146724,2934523,0,27960368,27960356,0.0,0
0,1,0,1,9502,-9696,93400.0,3,2,146725,2934543,0,27960368,27960356,0.0,0
0,1,0,1,9500,-9652,93400.0,3,2,146726,2934563,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9696,93400.0,3,2,146727,2934583,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9679,93400.0,3,2,146728,2934603,0,27960368,27960356,0.0,0
0,1,0,1,9452,-9641,93400.0,3,2,146729,2934623,0,27960368,27960356,0.0,0
0,1,0,1,9460,-9685,93400.0,3,2,146730,2934643,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9656,93400.0,3,2,146731,2934663,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9696,93400.0,3,2,146732,2934683,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9650,93400.0,3,2,146733,2934703,0,27960368,27960356,0.0,0
0,1,0,1,9487,-9679,93400.0,3,2,146734,2934723,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9681,93400.0,3,2,146735,2934743,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9673,93400.0,3,2,146736,2934763,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9687,93400.0,3,2,146737,2934783,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9637,93400.0,3,2,146738,2934803,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9689,93400.0,3,2,146739,2934823,0,27960368,27960356,0.0,0
0,1,0,1,9477,-9660,93400.0,3,2,146740,2934843,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9689,93400.0,3,2,146741,2934863,0,27960368,27960356,0.0,0
0,1,0,1,9494,-9662,93400.0,3,2,146742,2934883,0,27960368,27960356,0.0,0
0,1,0,1,9504,-9662,93400.0,3,2,146743,2934903,0,27960368,27960356,0.0,0
0,1,0,1,9483,-9691,93400.0,3,2,146744,2934923,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9666,93400.0,3,2,146745,2934943,0,27960368,27960356,0.0,0
0,1,0,1,9448,-9691,93400.0,3,2,146746,2934963,0,27960368,27960356,0.0,0
0,1,0,1,9448,-9660,93400.0,3,2,146747,2934983,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9681,93400.0,3,2,146748,2935003,0,27960368,27960356,0.0,0
0,1,0,1,9500,-9681,93400.0,3,2,146749,2935023,0,27960368,27960356,0.0,0
0,1,0,1,9500,-9652,93400.0,3,2,146750,2935043,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9681,93400.0,3,2,146751,2935063,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9645,93400.0,3,2,146752,2935083,0,27960368,27960356,0.0,0
0,1,0,1,9460,-9694,93400.0,3,2,146753,2935103,0,27960368,27960356,0.0,0
0,1,0,1,9462,-9658,93400.0,3,2,146754,2935123,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9681,93400.0,3,2,146755,2935143,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9668,93400.0,3,2,146756,2935163,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9671,93400.0,3,2,146757,2935183,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9689,93400.0,3,2,146758,2935203,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9643,93400.0,3,2,146759,2935223,0,27960368,27960356,0.0,0
0,1,0,1,9477,-9685,93400.0,3,2,146760,2935243,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9647,93400.0,3,2,146761,2935263,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9681,93400.0,3,2,146762,2935283,0,27960368,27960356,0.0,0
0,1,0,1,9452,-9660,93400.0,3,2,146763,2935303,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9654,93400.0,3,2,146764,2935323,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9700,93400.0,3,2,146765,2935343,0,27960368,27960356,0.0,0
0,1,0,1,9502,-9662,93400.0,3,2,146766,2935363,0,27960368,27960356,0.0,0
0,1,0,1,9500,-9691,93400.0,3,2,146767,2935383,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9647,93400.0,3,2,146768,2935403,0,27960368,27960356,0.0,0
0,1,0,1,9458,-9675,93400.0,3,2,146769,2935423,0,27960368,27960356,0.0,0
0,1,0,1,9448,-9689,93400.0,3,2,146770,2935443,0,27960368,27960356,0.0,0
0,1,0,1,9458,-9668,93400.0,3,2,146771,2935463,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9689,93400.0,3,2,146772,2935483,0,27960368,27960356,0.0,0
0,1,0,1,9487,-9650,93400.0,3,2,146773,2935503,0,27960368,27960356,0.0,0
0,1,0,1,9496,-9696,93400.0,3,2,146774,2935523,0,27960368,27960356,0.0,0
0,1,0,1,9492,-9660,93400.0,3,2,146775,2935543,0,27960368,27960356,0.0,0
0,1,0,1,9487,-9681,93400.0,3,2,146776,2935563,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9656,93400.0,3,2,146777,2935583,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9660,93400.0,3,2,146778,2935603,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9698,93400.0,3,2,146779,2935623,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9645,93400.0,3,2,146780,2935643,0,27960368,27960356,0.0,0
0,1,0,1,9475,-9683,93400.0,3,2,146781,2935663,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9660,93400.0,3,2,146782,2935683,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9679,93400.0,3,2,146783,2935703,0,27960368,27960356,0.0,0
0,1,0,1,9502,-9671,93400.0,3,2,146784,2935723,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9643,93400.0,3,2,146785,2935743,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9685,93400.0,3,2,146786,2935763,0,27960368,27960356,0.0,0
0,1,0,1,9448,-9656,93400.0,3,2,146787,2935783,0,27960368,27960356,0.0,0
0,1,0,1,9441,-9698,93400.0,3,2,146788,2935803,0,27960368,27960356,0.0,0
0,1,0,1,9462,-9647,93400.0,3,2,146789,2935823,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9681,93400.0,3,2,146790,2935843,0,27960368,27960356,0.0,0
0,1,0,1,9502,-9668,93400.0,3,2,146791,2935863,0,27960368,27960356,0.0,0
0,1,0,1,9487,-9677,93400.0,3,2,146792,2935883,0,27960368,27960356,0.0,0
0,1,0,1,9473,-9681,93400.0,3,2,146793,2935903,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9639,93400.0,3,2,146794,2935923,0,27960368,27960356,0.0,0
0,1,0,1,9460,-9696,93400.0,3,2,146795,2935943,0,27960368,27960356,0.0,0
0,1,0,1,9460,-9656,93400.0,3,2,146796,2935963,0,27960368,27960356,0.0,0
0,1,0,1,9473,-9673,93400.0,3,2,146797,2935983,0,27960368,27960356,0.0,0
0,1,0,1,9473,-9662,93400.0,3,2,146798,2936003,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9654,93400.0,3,2,146799,2936023,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9700,93400.0,3,2,146800,2936043,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9656,93400.0,3,2,146801,2936063,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9694,93400.0,3,2,146802,2936083,0,27960368,27960356,0.0,0
0,1,0,1,9473,-9652,93400.0,3,2,146803,2936103,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9687,93400.0,3,2,146804,2936123,0,27960368,27960356,0.0,0
0,1,0,1,9456,-9668,93400.0,3,2,146805,2936143,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9664,93400.0,3,2,146806,2936163,0,27960368,27960356,0.0,0
0,1,0,1,9498,-9666,93400.0,3,2,146807,2936183,0,27960368,27960356,0.0,0
0,1,0,1,9500,-9647,93400.0,3,2,146808,2936203,0,27960368,27960356,0.0,0
0,1,0,1,9487,-9700,93400.0,3,2,146809,2936223,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9654,93400.0,3,2,146810,2936243,0,27960368,27960356,0.0,0
0,1,0,1,9452,-9675,93400.0,3,2,146811,2936263,0,27960368,27960356,0.0,0
0,1,0,1,9460,-9677,93400.0,3,2,146812,2936283,0,27960368,27960356,0.0,0
0,1,0,1,9462,-9673,93400.0,3,2,146813,2936303,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9683,93400.0,3,2,146814,2936323,0,27960368,27960356,0.0,0
0,1,0,1,9492,-9637,93400.0,3,2,146815,2936343,0,27960368,27960356,0.0,0
0,1,0,1,9483,-9689,93400.0,3,2,146816,2936363,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9658,93400.0,3,2,146817,2936383,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9694,93400.0,3,2,146818,2936403,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9656,93400.0,3,2,146819,2936423,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9671,93400.0,3,2,146820,2936443,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9683,93400.0,3,2,146821,2936463,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9668,93400.0,3,2,146822,2936483,0,27960368,27960356,0.0,0
0,1,0,1,9477,-9691,93400.0,3,2,146823,2936503,0,27960368,27960356,0.0,0
0,1,0,1,9492,-9637,93400.0,3,2,146824,2936523,0,27960368,27960356,0.0,0
0,1,0,1,9506,-9689,93400.0,3,2,146825,2936543,0,27960368,27960356,0.0,0
0,1,0,1,9492,-9662,93400.0,3,2,146826,2936563,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9685,93400.0,3,2,146827,2936583,0,27960368,27960356,0.0,0
0,1,0,1,9450,-9677,93400.0,3,2,146828,2936603,0,27960368,27960356,0.0,0
0,1,0,1,9443,-9647,93400.0,3,2,146829,2936623,0,27960368,27960356,0.0,0
0,1,0,1,9460,-9700,93400.0,3,2,146830,2936643,0,27960368,27960356,0.0,0
0,1,0,1,9473,-9654,93400.0,3,2,146831,2936663,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9685,93400.0,3,2,146832,2936683,0,27960368,27960356,0.0,0
0,1,0,1,9506,-9666,93400.0,3,2,146833,2936703,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9675,93400.0,3,2,146834,2936723,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9689,93400.0,3,2,146835,2936743,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9650,93400.0,3,2,146836,2936763,0,27960368,27960356,0.0,0
0,1,0,1,9458,-9681,93400.0,3,2,146837,2936783,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9643,93400.0,3,2,146838,2936803,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9694,93400.0,3,2,146839,2936823,0,27960368,27960356,0.0,0
0,1,0,1,9477,-9658,93400.0,3,2,146840,2936843,0,27960368,27960356,0.0,0
0,1,0,1,9483,-9671,93400.0,3,2,146841,2936863,0,27960368,27960356,0.0,0
0,1,0,1,9492,-9677,93400.0,3,2,146842,2936883,0,27960368,27960356,0.0,0
0,1,0,1,9500,-9666,93400.0,3,2,146843,2936903,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9691,93400.0,3,2,146844,2936923,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9643,93400.0,3,2,146845,2936943,0,27960368,27960356,0.0,0
0,1,0,1,9446,-9677,93400.0,3,2,146846,2936963,0,27960368,27960356,0.0,0
0,1,0,1,9450,-9671,93400.0,3,2,146847,2936983,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9673,93400.0,3,2,146848,2937003,0,27960368,27960356,0.0,0
0,1,0,1,9492,-9673,93400.0,3,2,146849,2937023,0,27960368,27960356,0.0,0
0,1,0,1,9500,-9647,93400.0,3,2,146850,2937043,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9698,93400.0,3,2,146851,2937063,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9660,93400.0,3,2,146852,2937083,0,27960368,27960356,0.0,0
0,1,0,1,9460,-9691,93400.0,3,2,146853,2937103,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9643,93400.0,3,2,146854,2937123,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9675,93400.0,3,2,146855,2937143,0,27960368,27960356,0.0,0
0,1,0,1,9483,-9681,93400.0,3,2,146856,2937163,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9671,93400.0,3,2,146857,2937183,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9683,93400.0,3,2,146858,2937203,0,27960368,27960356,0.0,0
0,1,0,1,9475,-9645,93400.0,3,2,146859,2937223,0,27960368,27960356,0.0,0
0,1,0,1,9475,-9700,93400.0,3,2,146860,2937243,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9658,93400.0,3,2,146861,2937263,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9666,93400.0,3,2,146862,2937283,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9681,93400.0,3,2,146863,2937303,0,27960368,27960356,0.0,0
0,1,0,1,9456,-9666,93400.0,3,2,146864,2937323,0,27960368,27960356,0.0,0
0,1,0,1,9483,-9698,93400.0,3,2,146865,2937343,0,27960368,27960356,0.0,0
0,1,0,1,9502,-9643,93400.0,3,2,146866,2937363,0,27960368,27960356,0.0,0
0,1,0,1,9496,-9685,93400.0,3,2,146867,2937383,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9654,93400.0,3,2,146868,2937403,0,27960368,27960356,0.0,0
0,1,0,1,9462,-9685,93400.0,3,2,146869,2937423,0,27960368,27960356,0.0,0
0,1,0,1,9450,-9666,93400.0,3,2,146870,2937443,0,27960368,27960356,0.0,0
0,1,0,1,9458,-9654,93400.0,3,2,146871,2937463,0,27960368,27960356,0.0,0
0,1,0,1,9460,-9683,93400.0,3,2,146872,2937483,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9658,93400.0,3,2,146873,2937503,0,27960368,27960356,0.0,0
0,1,0,1,9494,-9698,93400.0,3,2,146874,2937523,0,27960368,27960356,0.0,0
0,1,0,1,9492,-9641,93400.0,3,2,146875,2937543,0,27960368,27960356,0.0,0
0,1,0,1,9487,-9683,93400.0,3,2,146876,2937563,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9658,93400.0,3,2,146877,2937583,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9666,93400.0,3,2,146878,2937603,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9687,93400.0,3,2,146879,2937623,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9647,93400.0,3,2,146880,2937643,0,27960368,27960356,0.0,0
0,1,0,1,9469,-9696,93400.0,3,2,146881,2937663,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9658,93400.0,3,2,146882,2937683,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9683,93400.0,3,2,146883,2937703,0,27960368,27960356,0.0,0
0,1,0,1,9506,-9656,93400.0,3,2,146884,2937723,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9660,93400.0,3,2,146885,2937743,0,27960368,27960356,0.0,0
0,1,0,1,9473,-9691,93400.0,3,2,146886,2937763,0,27960368,27960356,0.0,0
0,1,0,1,9450,-9664,93400.0,3,2,146887,2937783,0,27960368,27960356,0.0,0
0,1,0,1,9443,-9691,93400.0,3,2,146888,2937803,0,27960368,27960356,0.0,0
0,1,0,1,9454,-9647,93400.0,3,2,146889,2937823,0,27960368,27960356,0.0,0
0,1,0,1,9475,-9694,93400.0,3,2,146890,2937843,0,27960368,27960356,0.0,0
0,1,0,1,9496,-9660,93400.0,3,2,146891,2937863,0,27960368,27960356,0.0,0
0,1,0,1,9504,-9673,93400.0,3,2,146892,2937883,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9664,93400.0,3,2,146893,2937903,0,27960368,27960356,0.0,0
0,1,0,1,9481,-9654,93400.0,3,2,146894,2937923,0,27960368,27960356,0.0,0
0,1,0,1,9462,-9698,93400.0,3,2,146895,2937943,0,27960368,27960356,0.0,0
0,1,0,1,9458,-9658,93400.0,3,2,146896,2937963,0,27960368,27960356,0.0,0
0,1,0,1,9464,-9694,93400.0,3,2,146897,2937983,0,27960368,27960356,0.0,0
0,1,0,1,9467,-9673,93400.0,3,2,146898,2938003,0,27960368,27960356,0.0,0
0,1,0,1,9479,-9675,93400.0,3,2,146899,2938023,0,27960368,27960356,0.0,0
0,1,0,1,9483,-9679,93400.0,3,2,146900,2938043,0,27960368,27960356,0.0,0
0,1,0,1,9485,-9639,93400.0,3,2,146901,2938063,0,27960368,27960356,0.0,0
0,1,0,1,9498,-9687,93400.0,3,2,146902,2938083,0,27960368,27960356,0.0,0
0,1,0,1,9477,-9656,93400.0,3,2,146903,2938103,0,27960368,27960356,0.0,0
0,1,0,1,9471,-9691,93400.0,3,2,146904,2938123,0,27960368,27960356,0.0,0
0,1,0,1,9448,-9652,93400.0,3,2,146905,2938143,0,27960368,27960356,0.0,0
0,1,0,1,9446,-9671,93400.0,3,2,146906,2938163,0,27960368,27960356,0.0,0
0,1,0,1,9473,-9683,93400.0,3,2,146907,2938183,0,27960368,27960356,0.0,0
0,1,0,1,9490,-9671,93400.0,3,2,146908,2938203,0,27960368,27960356,0.0,0
0,1,0,1,9500,-9687,93400.0,3,2,146909,2938223,0,27960368,27960356,0.0,0
0,1,0,1,9496,-9635,93400.0,3,2,146910,2938243,0,27960368,27960356,0.0,0
0,1,0,1,9098,-9338,0.0,3,2,146911,2938263,0,27960368,27960356,0.0,0
0,1,0,1,8326,-8467,0.0,3,2,146912,2938283,0,27960368,27960356,0.0,0
0,1,0,1,7525,-7672,0.0,3,2,146913,2938303,0,27960368,27960356,0.0,0
0,1,0,1,6750,-6841,0.0,3,2,146914,2938323,0,27960368,27960356,0.0,0
0,1,0,1,5911,-5987,0.0,3,2,146915,2938343,0,27960368,27960356,0.0,0
0,1,0,1,5091,-5109,0.0,3,2,146916,2938363,0,27960368,27960356,0.0,0
0,1,0,1,4289,-4276,0.0,3,2,146917,2938383,0,27960368,27960356,0.0,0
0,1,0,1,3463,-3418,0.0,3,2,146918,2938403,0,27960368,27960356,0.0,0
0,1,0,1,2619,-2530,0.0,3,2,146919,2938423,0,27960368,27960356,0.0,0
0,1,0,1,1768,-1606,0.0,3,2,146920,2938443,0,27960368,27960356,0.0,0
0,1,0,1,847,-785,0.0,3,2,146921,2938463,0,27960368,27960356,0.0,0
0,1,0,1,276,-237,0.0,3,2,146922,2938483,0,27960368,27960356,0.0,0
0,1,0,1,66,-74,0.0,3,2,146923,2938503,0,27960368,27960356,0.0,0
0,1,0,1,0,-15,0.0,3,2,146924,2938523,0,27960368,27960356,0.0,0
0,1,0,1,-15,8,0.0,3,2,146925,2938543,0,27960368,27960356,0.0,0
0,1,0,1,-7,-7,0.0,3,2,146926,2938563,0,27960368,27960356,0.0,0
0,1,0,1,-26,0,0.0,3,2,146927,2938583,0,27960368,27960356,0.0,0
0,1,0,1,-3,-3,0.0,3,2,146928,2938603,0,27960368,27960356,0.0,0
0,1,0,1,8,-3,0.0,3,2,146929,2938623,0,27960368,27960356,0.0,0
0,1,0,1,-5,0,0.0,3,2,146930,2938643,0,27960368,27960356,0.0,0
0,1,0,1,-3,0,0.0,3,2,146931,2938663,0,27960368,27960356,0.0,0
0,1,0,1,0,0,0.0,3,2,146932,2938683,0,27960368,27960356,0.0,0
0,1,0,1,0,0,0.0,3,2,146933,2938703,0,27960368,27960356,0.0,0
0,1,0,1,0,0,0.0,3,2,146934,2938723,0,27960368,27960356,0.0,0
0,1,0,1,0,-3,0.0,3,2,146935,2938743,0,27960368,27960356,0.0,0
0,1,0,1,0,0,0.0,3,2,146936,2938763,0,27960368,27960356,0.0,0
0,1,0,1,0,2,0.0,3,2,146937,2938783,0,27960368,27960356,0.0,0
0,1,0,1,0,-3,0.0,3,2,146938,2938803,0,27960368,27960356,0.0,0
0,1,0,1,0,0,0.0,3,2,146939,2938823,0,27960368,27960356,0.0,0
