seq,tick_ms,rc_s0,shoot_mode,fric1_rpm,fric2_rpm,fric_set,vt03_toe,evt_vt03_online,evt_s0_not_down,evt_dial_pos,evt_dial_neg
196057,3921183,3,1,-9267,9443,-832700.032,0,1,1,0,0
196058,3921203,3,1,-9279,9448,-832700.032,0,1,1,0,0
196059,3921223,3,1,-9269,9448,-833600.0,0,1,1,0,1
196060,3921243,3,1,-9254,9446,-835600.0,0,1,1,0,1
196061,3921263,3,1,-9290,9448,-837600.0,0,1,1,0,1
196062,3921283,3,1,-9275,9454,-839600.0,0,1,1,0,1
196063,3921303,3,1,-9265,9464,-841600.0,0,1,1,0,1
196064,3921323,3,1,-9298,9469,-843600.0,0,1,1,0,1
196065,3921343,3,1,-9262,9469,-845600.0,0,1,1,0,1
196066,3921363,3,1,-9271,9454,-847600.0,0,1,1,0,1
196067,3921383,3,1,-9288,9448,-849600.0,0,1,1,0,1
196068,3921403,3,1,-9246,9450,-851600.0,0,1,1,0,1
196069,3921423,3,1,-9273,9446,-853600.0,0,1,1,0,1
196070,3921443,3,1,-9281,9452,-855400.0,0,1,1,0,0
196071,3921463,3,1,-9262,9448,-855400.0,0,1,1,0,0
196072,3921483,3,1,-9292,9443,-855400.0,0,1,1,0,0
196073,3921503,3,1,-9281,9433,-855400.0,0,1,1,0,0
196074,3921523,3,1,-9262,9420,-855400.0,0,1,1,0,0
196075,3921543,3,1,-9279,9425,-855400.0,0,1,1,0,0
196076,3921563,3,1,-9262,9423,-856099.968,0,1,1,0,1
196077,3921583,3,1,-9250,9420,-858099.968,0,1,1,0,1
196078,3921603,3,1,-9283,9410,-860099.968,0,1,1,0,1
196079,3921623,3,1,-9262,9408,-862099.968,0,1,1,0,1
196080,3921643,3,1,-9275,9402,-864099.968,0,1,1,0,1
196081,3921663,3,1,-9300,9414,-866099.968,0,1,1,0,1
196082,3921683,3,1,-9265,9429,-868099.968,0,1,1,0,1
196083,3921703,3,1,-9285,9435,-870099.968,0,1,1,0,1
196084,3921723,3,1,-9302,9439,-872099.968,0,1,1,0,1
196085,3921743,3,1,-9260,9433,-874099.968,0,1,1,0,1
196086,3921763,3,1,-9279,9435,-876099.968,0,1,1,0,1
196087,3921783,3,1,-9273,9427,-878099.968,0,1,1,0,1
196088,3921803,3,1,-9248,9437,-879900.032,0,1,1,0,0
196089,3921823,3,1,-9277,9450,-879900.032,0,1,1,0,0
196090,3921843,3,1,-9285,9452,-879900.032,0,1,1,0,0
196091,3921863,3,1,-9273,9458,-879900.032,0,1,1,0,0
196092,3921883,3,1,-9298,9441,-879900.032,0,1,1,0,0
196093,3921903,3,1,-9292,9443,-879900.032,0,1,1,0,0
196094,3921923,3,1,-9275,9450,-879900.032,0,1,1,0,0
196095,3921943,3,1,-9285,9460,-881100.032,0,1,1,0,1
196096,3921963,3,1,-9260,9467,-883100.032,0,1,1,0,1
196097,3921983,3,1,-9260,9471,-885100.032,0,1,1,0,1
196098,3922003,3,1,-9290,9454,-887100.032,0,1,1,0,1
196099,3922023,3,1,-9252,9448,-889100.032,0,1,1,0,1
196100,3922043,3,1,-9275,9450,-891100.032,0,1,1,0,1
196101,3922063,3,1,-9298,9443,-893100.032,0,1,1,0,1
196102,3922083,3,1,-9269,9452,-895100.032,0,1,1,0,1
196103,3922103,3,1,-9292,9450,-897100.032,0,1,1,0,1
196104,3922123,3,1,-9298,9443,-899100.032,0,1,1,0,1
196105,3922143,3,1,-9260,9435,-901100.032,0,1,1,0,1
196106,3922163,3,1,-9277,9423,-903100.032,0,1,1,0,1
196107,3922183,3,1,-9273,9425,-904200.0,0,1,1,0,0
196108,3922203,3,1,-9250,9427,-904200.0,0,1,1,0,0
196109,3922223,3,1,-9277,9420,-904200.0,0,1,1,0,0
196110,3922243,3,1,-9277,9416,-904200.0,0,1,1,0,0
196111,3922263,3,1,-9277,9418,-904200.0,0,1,1,0,0
196112,3922283,3,1,-9302,9412,-904200.0,0,1,1,0,0
196113,3922303,3,1,-9281,9423,-904400.0,0,1,1,0,1
196114,3922323,3,1,-9281,9435,-906400.0,0,1,1,0,1
196115,3922343,3,1,-9292,9439,-908400.0,0,1,1,0,1
196116,3922363,3,1,-9258,9446,-910400.0,0,1,1,0,1
196117,3922383,3,1,-9271,9435,-912400.0,0,1,1,0,1
196118,3922403,3,1,-9290,9437,-914400.0,0,1,1,0,1
196119,3922423,3,1,-9250,9437,-916400.0,0,1,1,0,1
196120,3922443,3,1,-9283,9450,-918400.0,0,1,1,0,1
196121,3922463,3,1,-9294,9458,-920400.0,0,1,1,0,1
196122,3922483,3,1,-9262,9462,-922400.0,0,1,1,0,1
196123,3922503,3,1,-9290,9467,-924400.0,0,1,1,0,1
196124,3922523,3,1,-9281,9448,-926400.0,0,1,1,0,1
196125,3922543,3,1,-9262,9446,-928200.0,0,1,1,0,0
196126,3922563,3,1,-9279,9450,-928200.0,0,1,1,0,0
196127,3922583,3,1,-9267,9462,-928200.0,0,1,1,0,0
196128,3922603,3,1,-9258,9464,-928200.0,0,1,1,0,0
196129,3922623,3,1,-9279,9458,-928200.0,0,1,1,0,0
196130,3922643,3,1,-9267,9446,-928200.0,0,1,1,0,0
196131,3922663,3,1,-9281,9435,-928899.968,0,1,1,0,1
196132,3922683,3,1,-9298,9437,-930899.968,0,1,1,0,1
196133,3922703,3,1,-9265,9431,-932899.968,0,1,1,0,1
196134,3922723,3,1,-9285,9441,-934899.968,0,1,1,0,1
196135,3922743,3,1,-9285,9437,-936899.968,0,1,1,0,1
196136,3922763,3,1,-9248,9427,-938899.968,0,1,1,0,1
196137,3922783,3,1,-9275,9420,-940899.968,0,1,1,0,1
196138,3922803,3,1,-9288,9408,-942899.968,0,1,1,0,1
196139,3922823,3,1,-9260,9414,-944899.968,0,1,1,0,1
196140,3922843,3,1,-9290,9418,-946899.968,0,1,1,0,1
196141,3922863,3,1,-9279,9427,-948200.0,0,1,1,0,0
196142,3922883,3,1,-9260,9423,-948200.0,0,1,1,0,0
196143,3922903,3,1,-9296,9425,-948200.0,0,1,1,0,0
196144,3922923,3,1,-9267,9414,-948200.0,0,1,1,0,0
196145,3922943,3,1,-9269,9425,-948200.0,0,1,1,0,0
196146,3922963,3,1,-9288,9433,-948200.0,0,1,1,0,0
196147,3922983,3,1,-9248,9437,-949400.0,0,1,1,0,1
196148,3923003,3,1,-9275,9443,-951400.0,0,1,1,0,1
196149,3923023,3,1,-9306,9437,-953400.0,0,1,1,0,1
196150,3923043,3,1,-9267,9437,-955400.0,0,1,1,0,1
196151,3923063,3,1,-9285,9437,-957400.0,0,1,1,0,1
196152,3923083,3,1,-9300,9448,-959400.0,0,1,1,0,1
196153,3923103,3,1,-9262,9460,-961400.0,0,1,1,0,1
196154,3923123,3,1,-9277,9462,-963400.0,0,1,1,0,1
196155,3923143,3,1,-9269,9467,-965400.0,0,1,1,0,1
196156,3923163,3,1,-9246,9448,-967400.0,0,1,1,0,1
196157,3923183,3,1,-9283,9441,-969400.0,0,1,1,0,1
196158,3923203,3,1,-9267,9448,-969600.0,0,1,1,0,0
196159,3923223,3,1,-9273,9460,-969600.0,0,1,1,0,0
196160,3923243,3,1,-9298,9462,-969600.0,0,1,1,0,0
196161,3923263,3,1,-9267,9458,-969600.0,0,1,1,0,0
196162,3923283,3,1,-9283,9443,-969600.0,0,1,1,0,0
196163,3923303,3,1,-9302,9439,-969600.0,0,1,1,0,0
196164,3923323,3,1,-9252,9437,-969600.0,0,1,1,0,0
196165,3923343,3,1,-9265,9433,-969600.0,0,1,1,0,0
196166,3923363,3,1,-9281,9441,-969600.0,0,1,1,0,0
196167,3923383,3,1,-9248,9441,-969600.0,0,1,1,0,0
196168,3923403,3,1,-9275,9429,-971400.0,0,1,1,0,1
196169,3923423,3,1,-9285,9427,-973400.0,0,1,1,0,1
196170,3923443,3,1,-9273,9412,-975400.0,0,1,1,0,1
196171,3923463,3,1,-9298,9418,-977400.0,0,1,1,0,1
196172,3923483,3,1,-9285,9423,-979400.0,0,1,1,0,1
196173,3923503,3,1,-9279,9427,-981400.0,0,1,1,0,1
196174,3923523,3,1,-9288,9423,-983400.0,0,1,1,0,1
196175,3923543,3,1,-9256,9410,-985400.0,0,1,1,0,1
196176,3923563,3,1,-9267,9408,-986700.032,0,1,1,0,0
196177,3923583,3,1,-9283,9425,-986700.032,0,1,1,0,0
196178,3923603,3,1,-9242,9435,-986700.032,0,1,1,0,0
196179,3923623,3,1,-9285,9437,-986700.032,0,1,1,0,0
196180,3923643,3,1,-9296,9441,-986700.032,0,1,1,0,0
196181,3923663,3,1,-9258,9433,-986700.032,0,1,1,0,0
196182,3923683,3,1,-9290,9437,-986700.032,0,1,1,0,0
196183,3923703,3,1,-9279,9433,-988499.968,0,1,1,0,1
196184,3923723,3,1,-9267,9441,-990499.968,0,1,1,0,1
196185,3923743,3,1,-9283,9454,-992499.968,0,1,1,0,1
196186,3923763,3,1,-9258,9450,-994499.968,0,1,1,0,1
196187,3923783,3,1,-9260,9458,-996499.968,0,1,1,0,1
196188,3923803,3,1,-9281,9446,-998499.968,0,1,1,0,1
196189,3923823,3,1,-9260,9446,-1000499.968,0,1,1,0,1
196190,3923843,3,1,-9283,9443,-1002499.968,0,1,1,0,1
196191,3923863,3,1,-9292,9450,-1004499.968,0,1,1,0,1
196192,3923883,3,1,-9258,9460,-1006499.968,0,1,1,0,1
196193,3923903,3,1,-9290,9464,-1008499.968,0,1,1,0,1
196194,3923923,3,1,-9279,9462,-1010499.968,0,1,1,0,1
196195,3923943,3,1,-9244,9448,-1012499.968,0,1,1,0,1
196196,3923963,3,1,-9279,9448,-1014499.968,0,1,1,0,1
196197,3923983,3,1,-9279,9446,-1016499.968,0,1,1,0,1
196198,3924003,3,1,-9267,9454,-1018499.968,0,1,1,0,1
196199,3924023,3,1,-9296,9454,-1020499.968,0,1,1,0,1
196200,3924043,3,1,-9269,9448,-1022499.968,0,1,1,0,1
196201,3924063,3,1,-9273,9437,-1024499.968,0,1,1,0,1
196202,3924083,3,1,-9300,9429,-1026499.968,0,1,1,0,1
196203,3924103,3,1,-9260,9431,-1028499.968,0,1,1,0,1
196204,3924123,3,1,-9273,9429,-1030499.968,0,1,1,0,1
196205,3924143,3,1,-9283,9439,-1032499.968,0,1,1,0,1
196206,3924163,3,1,-9244,9435,-1034499.968,0,1,1,0,1
196207,3924183,3,1,-9279,9429,-1036499.968,0,1,1,0,1
196208,3924203,3,1,-9279,9418,-1037100.032,0,1,1,0,0
196209,3924223,3,1,-9269,9400,-1037100.032,0,1,1,0,0
196210,3924243,3,1,-9294,9414,-1037100.032,0,1,1,0,0
196211,3924263,3,1,-9294,9418,-1037100.032,0,1,1,0,0
196212,3924283,3,1,-9267,9425,-1037100.032,0,1,1,0,0
196213,3924303,3,1,-9285,9416,-1037100.032,0,1,1,0,0
196214,3924323,3,1,-9258,9418,-1037100.032,0,1,1,0,0
196215,3924343,3,1,-9256,9408,-1037100.032,0,1,1,0,0
196216,3924363,3,1,-9288,9418,-1037100.032,0,1,1,0,0
196217,3924383,3,1,-9252,9431,-1037100.032,0,1,1,0,0
196218,3924403,3,1,-9275,9431,-1037100.032,0,1,1,0,0
196219,3924423,3,1,-9300,9435,-1037100.032,0,1,1,0,0
196220,3924443,3,1,-9265,9429,-1037100.032,0,1,1,0,0
196221,3924463,3,1,-9294,9429,-1037100.032,0,1,1,0,0
196222,3924483,3,1,-9296,9427,-1037100.032,0,1,1,0,0
196223,3924503,3,1,-9260,9439,-1037100.032,0,1,1,0,0
196224,3924523,3,1,-9277,9448,-1037100.032,0,1,1,0,0
196225,3924543,3,1,-9269,9448,-1037100.032,0,1,1,0,0
196226,3924563,3,1,-9250,9448,-1037100.032,0,1,1,0,0
196227,3924583,3,1,-9275,9443,-1037100.032,0,1,1,0,0
196228,3924603,3,1,-9262,9448,-1037100.032,0,1,1,0,0
196229,3924623,3,1,-9277,9450,-1037100.032,0,1,1,0,0
196230,3924643,3,1,-9296,9458,-1037100.032,0,1,1,0,0
196231,3924663,3,1,-9262,9467,-1037100.032,0,1,1,0,0
196232,3924683,3,1,-9290,9469,-1037100.032,0,1,1,0,0
196233,3924703,3,1,-9285,9452,-1037100.032,0,1,1,0,0
196234,3924723,3,1,-9258,9446,-1037100.032,0,1,1,0,0
196235,3924743,3,1,-9277,9450,-1037100.032,0,1,1,0,0
196236,3924763,3,1,-9267,9450,-1037100.032,0,1,1,0,0
196237,3924783,3,1,-9254,9458,-1037100.032,0,1,1,0,0
196238,3924803,3,1,-9292,9456,-1037100.032,0,1,1,0,0
196239,3924823,3,1,-9275,9450,-1035699.968,0,1,1,1,0
196240,3924843,3,1,-9262,9439,-1033699.968,0,1,1,1,0
196241,3924863,3,1,-9298,9427,-1031699.968,0,1,1,1,0
196242,3924883,3,1,-9260,9427,-1029699.968,0,1,1,1,0
196243,3924903,3,1,-9273,9425,-1027699.968,0,1,1,1,0
196244,3924923,3,1,-9285,9425,-1025699.968,0,1,1,1,0
196245,3924943,3,1,-9244,9412,-1023699.968,0,1,1,1,0
196246,3924963,3,1,-9275,9410,-1021699.968,0,1,1,1,0
196247,3924983,3,1,-9279,9397,-1019699.968,0,1,1,1,0
196248,3925003,3,1,-9267,9412,-1017699.968,0,1,1,1,0
196249,3925023,3,1,-9294,9427,-1017500.032,0,1,1,0,0
196250,3925043,3,1,-9273,9433,-1018300.032,0,1,1,0,1
196251,3925063,3,1,-9267,9433,-1018899.968,0,1,1,0,0
196252,3925083,3,1,-9281,9429,-1018899.968,0,1,1,0,0
196253,3925103,3,1,-9260,9429,-1018899.968,0,1,1,0,0
196254,3925123,3,1,-9252,9420,-1018899.968,0,1,1,0,0
196255,3925143,3,1,-9283,9429,-1018899.968,0,1,1,0,0
196256,3925163,3,1,-9252,9441,-1017500.032,0,1,1,1,0
196257,3925183,3,1,-9273,9448,-1015500.032,0,1,1,1,0
196258,3925203,3,1,-9296,9454,-1013500.032,0,1,1,1,0
196259,3925223,3,1,-9265,9441,-1011500.032,0,1,1,1,0
196260,3925243,3,1,-9288,9446,-1009500.032,0,1,1,1,0
196261,3925263,3,1,-9296,9450,-1007500.032,0,1,1,1,0
196262,3925283,3,1,-9267,9458,-1005500.032,0,1,1,1,0
196263,3925303,3,1,-9283,9462,-1003500.032,0,1,1,1,0
196264,3925323,3,1,-9254,9464,-1001500.032,0,1,1,1,0
196265,3925343,3,1,-9254,9450,-999500.032,0,1,1,1,0
196266,3925363,3,1,-9288,9448,-997500.032,0,1,1,1,0
196267,3925383,3,1,-9265,9452,-995500.032,0,1,1,1,0
196268,3925403,3,1,-9277,9450,-993500.032,0,1,1,1,0
196269,3925423,3,1,-9296,9458,-991500.032,0,1,1,1,0
196270,3925443,3,1,-9267,9458,-989500.032,0,1,1,1,0
196271,3925463,3,1,-9285,9456,-987500.032,0,1,1,1,0
196272,3925483,3,1,-9290,9441,-985500.032,0,1,1,1,0
196273,3925503,3,1,-9258,9429,-983500.032,0,1,1,1,0
196274,3925523,3,1,-9279,9433,-981500.032,0,1,1,1,0
196275,3925543,3,1,-9271,9427,-979500.032,0,1,1,1,0
196276,3925563,3,1,-9250,9439,-977699.968,0,1,1,0,0
196277,3925583,3,1,-9275,9435,-977699.968,0,1,1,0,0
196278,3925603,3,1,-9267,9414,-977699.968,0,1,1,0,0
196279,3925623,3,1,-9275,9402,-977699.968,0,1,1,0,0
196280,3925643,3,1,-9296,9408,-977699.968,0,1,1,0,0
196281,3925663,3,1,-9262,9414,-976300.032,0,1,1,1,0
196282,3925683,3,1,-9267,9418,-974300.032,0,1,1,1,0
196283,3925703,3,1,-9285,9416,-972300.032,0,1,1,1,0
196284,3925723,3,1,-9248,9406,-970300.032,0,1,1,1,0
196285,3925743,3,1,-9271,9404,-968300.032,0,1,1,1,0
196286,3925763,3,1,-9281,9397,-966300.032,0,1,1,1,0
196287,3925783,3,1,-9260,9406,-964300.032,0,1,1,1,0
196288,3925803,3,1,-9292,9420,-962300.032,0,1,1,1,0
196289,3925823,3,1,-9277,9425,-960300.032,0,1,1,1,0
196290,3925843,3,1,-9260,9427,-959000.0,0,1,1,0,0
196291,3925863,3,1,-9294,9418,-959000.0,0,1,1,0,0
196292,3925883,3,1,-9262,9423,-959000.0,0,1,1,0,0
196293,3925903,3,1,-9267,9410,-959800.0,0,1,1,0,1
196294,3925923,3,1,-9283,9420,-961600.0,0,1,1,0,0
196295,3925943,3,1,-9246,9443,-961600.0,0,1,1,0,0
196296,3925963,3,1,-9275,9448,-961600.0,0,1,1,0,0
196297,3925983,3,1,-9279,9439,-959900.032,0,1,1,1,0
196298,3926003,3,1,-9267,9437,-957900.032,0,1,1,1,0
196299,3926023,3,1,-9288,9435,-955900.032,0,1,1,1,0
196300,3926043,3,1,-9298,9446,-953900.032,0,1,1,1,0
196301,3926063,3,1,-9265,9456,-951900.032,0,1,1,1,0
196302,3926083,3,1,-9281,9458,-949900.032,0,1,1,1,0
196303,3926103,3,1,-9260,9462,-947900.032,0,1,1,1,0
196304,3926123,3,1,-9252,9443,-945900.032,0,1,1,1,0
196305,3926143,3,1,-9283,9443,-943900.032,0,1,1,1,0
196306,3926163,3,1,-9252,9446,-941900.032,0,1,1,1,0
196307,3926183,3,1,-9273,9450,-941699.968,0,1,1,0,0
196308,3926203,3,1,-9298,9460,-941699.968,0,1,1,0,0
196309,3926223,3,1,-9262,9467,-941699.968,0,1,1,0,0
196310,3926243,3,1,-9290,9450,-941699.968,0,1,1,0,0
196311,3926263,3,1,-9296,9439,-941699.968,0,1,1,0,0
196312,3926283,3,1,-9267,9441,-939900.032,0,1,1,1,0
196313,3926303,3,1,-9275,9435,-937900.032,0,1,1,1,0
196314,3926323,3,1,-9269,9441,-935900.032,0,1,1,1,0
196315,3926343,3,1,-9246,9439,-933900.032,0,1,1,1,0
196316,3926363,3,1,-9277,9437,-931900.032,0,1,1,1,0
196317,3926383,3,1,-9271,9433,-929900.032,0,1,1,1,0
196318,3926403,3,1,-9275,9418,-927900.032,0,1,1,1,0
196319,3926423,3,1,-9296,9425,-925900.032,0,1,1,1,0
196320,3926443,3,1,-9265,9425,-923900.032,0,1,1,1,0
196321,3926463,3,1,-9283,9433,-923100.032,0,1,1,0,0
196322,3926483,3,1,-9283,9429,-923100.032,0,1,1,0,0
196323,3926503,3,1,-9258,9420,-923100.032,0,1,1,0,0
196324,3926523,3,1,-9275,9416,-923100.032,0,1,1,0,0
196325,3926543,3,1,-9269,9406,-923100.032,0,1,1,0,0
196326,3926563,3,1,-9252,9414,-923100.032,0,1,1,0,0
196327,3926583,3,1,-9275,9420,-922700.032,0,1,1,1,0
196328,3926603,3,1,-9277,9420,-920700.032,0,1,1,1,0
196329,3926623,3,1,-9260,9416,-918700.032,0,1,1,1,0
196330,3926643,3,1,-9296,9410,-916700.032,0,1,1,1,0
196331,3926663,3,1,-9265,9400,-914700.032,0,1,1,1,0
196332,3926683,3,1,-9269,9410,-912700.032,0,1,1,1,0
196333,3926703,3,1,-9285,9425,-910700.032,0,1,1,1,0
196334,3926723,3,1,-9246,9429,-908700.032,0,1,1,1,0
196335,3926743,3,1,-9275,9429,-906700.032,0,1,1,1,0
196336,3926763,3,1,-9281,9420,-905900.032,0,1,1,0,0
196337,3926783,3,1,-9265,9425,-907600.0,0,1,1,0,1
196338,3926803,3,1,-9292,9416,-909600.0,0,1,1,0,1
196339,3926823,3,1,-9277,9429,-910200.0,0,1,1,0,0
196340,3926843,3,1,-9262,9439,-910200.0,0,1,1,0,0
196341,3926863,3,1,-9298,9441,-910200.0,0,1,1,0,0
196342,3926883,3,1,-9262,9450,-908600.0,0,1,1,1,0
196343,3926903,3,1,-9252,9439,-906600.0,0,1,1,1,0
196344,3926923,3,1,-9285,9439,-904600.0,0,1,1,1,0
196345,3926943,3,1,-9258,9452,-902600.0,0,1,1,1,0
196346,3926963,3,1,-9275,9458,-900600.0,0,1,1,1,0
196347,3926983,3,1,-9300,9460,-898600.0,0,1,1,1,0
196348,3927003,3,1,-9262,9467,-896600.0,0,1,1,1,0
196349,3927023,3,1,-9290,9450,-894600.0,0,1,1,1,0
196350,3927043,3,1,-9300,9441,-893299.968,0,1,1,0,0
196351,3927063,3,1,-9267,9450,-893299.968,0,1,1,0,0
196352,3927083,3,1,-9279,9450,-893299.968,0,1,1,0,0
196353,3927103,3,1,-9258,9458,-893299.968,0,1,1,0,0
196354,3927123,3,1,-9250,9462,-893299.968,0,1,1,0,0
196355,3927143,3,1,-9285,9464,-892899.968,0,1,1,1,0
196356,3927163,3,1,-9252,9448,-890899.968,0,1,1,1,0
196357,3927183,3,1,-9273,9441,-888899.968,0,1,1,1,0
196358,3927203,3,1,-9294,9441,-886899.968,0,1,1,1,0
196359,3927223,3,1,-9267,9437,-884899.968,0,1,1,1,0
196360,3927243,3,1,-9285,9431,-882899.968,0,1,1,1,0
196361,3927263,3,1,-9285,9423,-880899.968,0,1,1,1,0
196362,3927283,3,1,-9258,9416,-878899.968,0,1,1,1,0
196363,3927303,3,1,-9273,9402,-877699.968,0,1,1,0,0
196364,3927323,3,1,-9273,9406,-877699.968,0,1,1,0,0
196365,3927343,3,1,-9248,9416,-877699.968,0,1,1,0,0
196366,3927363,3,1,-9275,9418,-877699.968,0,1,1,0,0
196367,3927383,3,1,-9269,9420,-877699.968,0,1,1,0,0
196368,3927403,3,1,-9277,9408,-877699.968,0,1,1,0,0
196369,3927423,3,1,-9300,9408,-876300.032,0,1,1,1,0
196370,3927443,3,1,-9269,9400,-874300.032,0,1,1,1,0
196371,3927463,3,1,-9283,9410,-872300.032,0,1,1,1,0
196372,3927483,3,1,-9288,9423,-870300.032,0,1,1,1,0
196373,3927503,3,1,-9254,9427,-868300.032,0,1,1,1,0
196374,3927523,3,1,-9271,9429,-866300.032,0,1,1,1,0
196375,3927543,3,1,-9281,9420,-864300.032,0,1,1,1,0
196376,3927563,3,1,-9260,9420,-862300.032,0,1,1,1,0
196377,3927583,3,1,-9288,9431,-860300.032,0,1,1,1,0
196378,3927603,3,1,-9279,9441,-858300.032,0,1,1,1,0
196379,3927623,3,1,-9262,9441,-856300.032,0,1,1,1,0
196380,3927643,3,1,-9298,9446,-854899.968,0,1,1,0,0
196381,3927663,3,1,-9260,9439,-854899.968,0,1,1,0,0
196382,3927683,3,1,-9269,9439,-854899.968,0,1,1,0,0
196383,3927703,3,1,-9283,9439,-854899.968,0,1,1,0,0
196384,3927723,3,1,-9246,9448,-854899.968,0,1,1,0,0
196385,3927743,3,1,-9275,9458,-854899.968,0,1,1,0,0
196386,3927763,3,1,-9279,9460,-854899.968,0,1,1,0,0
196387,3927783,3,1,-9267,9462,-854899.968,0,1,1,0,0
196388,3927803,3,1,-9290,9443,-854899.968,0,1,1,0,0
196389,3927823,3,1,-9300,9439,-854899.968,0,1,1,0,0
196390,3927843,3,1,-9265,9443,-854899.968,0,1,1,0,0
196391,3927863,3,1,-9279,9448,-854899.968,0,1,1,0,0
196392,3927883,3,1,-9258,9458,-854899.968,0,1,1,0,0
196393,3927903,3,1,-9250,9462,-854899.968,0,1,1,0,0
196394,3927923,3,1,-9285,9462,-853800.0,0,1,1,1,0
196395,3927943,3,1,-9254,9439,-851800.0,0,1,1,1,0
196396,3927963,3,1,-9275,9446,-849800.0,0,1,1,1,0
196397,3927983,3,1,-9296,9441,-847800.0,0,1,1,1,0
196398,3928003,3,1,-9267,9450,-845800.0,0,1,1,1,0
196399,3928023,3,1,-9292,9443,-843800.0,0,1,1,1,0
196400,3928043,3,1,-9298,9441,-841800.0,0,1,1,1,0
196401,3928063,3,1,-9269,9433,-839800.0,0,1,1,1,0
196402,3928083,3,1,-9279,9420,-837800.0,0,1,1,1,0
196403,3928103,3,1,-9271,9427,-836700.032,0,1,1,0,0
196404,3928123,3,1,-9250,9425,-836700.032,0,1,1,0,0
196405,3928143,3,1,-9275,9433,-836700.032,0,1,1,0,0
196406,3928163,3,1,-9271,9431,-836700.032,0,1,1,0,0
196407,3928183,3,1,-9275,9427,-836700.032,0,1,1,0,0
196408,3928203,3,1,-9298,9420,-836700.032,0,1,1,0,0
196409,3928223,3,1,-9271,9408,-836700.032,0,1,1,0,0
196410,3928243,3,1,-9283,9412,-836700.032,0,1,1,0,0
196411,3928263,3,1,-9290,9418,-836700.032,0,1,1,0,0
196412,3928283,3,1,-9256,9414,-835299.968,0,1,1,1,0
196413,3928303,3,1,-9273,9408,-833299.968,0,1,1,1,0
196414,3928323,3,1,-9271,9408,-831299.968,0,1,1,1,0
196415,3928343,3,1,-9248,9397,-829299.968,0,1,1,1,0
196416,3928363,3,1,-9273,9408,-827299.968,0,1,1,1,0
